3156; GO FLY Ltd.;Transportation
3159; PBA;Transportation
3161; All Nippon Airways   Anaair;Transportation
3164; Norontair;Transportation
3165; New York Helicopter;Transportation
3167; Aero Continente;Transportation
3170; Mount Cook;Transportation
3171; Canadian Airlines Canadian;Transportation
3172; Nation Air   Nationai;Transportation
3174; JetBlue Airways;Transportation
3175; Middle East Air;Transportation
3176; Metroflight Airlines;Transportation
3177; AirTran Airways (AIRTRANAIR;Transportation
3178; Mesa Air;Transportation
3180; Westjet Airlines;Transportation
3181; Malev;Transportation
3182; LOT (Poland);Transportation
3183; Oman Aviation Services;Transportation
3184; LIAT;Transportation
3185; LAV (Venezuela);Transportation
3186; LAP (Paraguay);Transportation
3187; LACSA;Transportation
3188; Virgin Express;Transportation
3190; Jugoslav Air;Transportation
3191; Island Airlines;Transportation
3192;(Obsolete)  Iran National;Transportation
3193; Indian Airlines;Transportation
3196; Hawaiian Air;Transportation
3197; Havasu Airlines;Transportation
3200; Guyana Airways;Transportation
3203; Golden Pacific Air;Transportation
3204; Freedom Airlines;Transportation
3206; China Eastern Airlines;Transportation
3211; Norwegian Air Shuttle;Transportation
3212; Dominicana;Transportation
3213; Malmo Aviation-MALMO AV;Transportation
3215; Dan Air Services;Transportation
3216; Cumberland Airlines;Transportation
3217; CSA;Transportation
3218; Crown Air;Transportation
3219; Copa;Transportation
3220; Compania Faucett;Transportation
3221; Transportes Aereos Militare;Transportation
3222; Command Airways;Transportation
3223; Comair;Transportation
3226; Skyways-SKYWAYS;Transportation
3228; Cayman Airways;Transportation
3229; Saeta;Transportation
3231; Sahsa;Transportation
3233; Capitol Air;Transportation
3234; CARIBBEAN AIRLINES;Transportation
3235; Brockway Air;Transportation
3236; Air Arabia Airline;Transportation
3238; Bemidji Aviation;Transportation
3239; Bar Harbor Airlines;Transportation
3240; Bahamasair;Transportation
3241; Aviateca (Guatemala);Transportation
3242; Avensa;Transportation
3243; Austrian Air Service;Transportation
3245; EasyJet - EASYJET;Transportation
3246; Ryanair - RYANAIR;Transportation
3247; Gol Airlines - GOL;Transportation
3248; Tam Airlines - TAM;Transportation
3251; Aloha Airlines;Transportation
3252; ALM Antilean Airlines;Transportation
3253; America West;Transportation
3254; Trump Airline  Trumpair;Transportation
3256; Alaska Airlines;Transportation
3259; American Trans Air;Transportation
